波长,Blue,Green,Red,Warm White,Cold White
380(mW/m2/nm),0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.021608529432716700
381(mW/m2/nm),0.001834862385321100,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.016859402084866900
382(mW/m2/nm),0.005504587155963300,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.011872818369624600
383(mW/m2/nm),0.002752293577981650,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.027544938617529000
384(mW/m2/nm),0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.029682045924061500
385(mW/m2/nm),0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.036093367843658700
386(mW/m2/nm),0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.019471422126184300
387(mW/m2/nm),0.000917431192660551,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.018759053024006800
388(mW/m2/nm),0.003669724770642200,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.027307482250136500
389(mW/m2/nm),0.006422018348623850,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.016147032982689400
390(mW/m2/nm),0.009174311926605510,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.023033267637071700
391(mW/m2/nm),0.006422018348623850,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.019708878493576800
392(mW/m2/nm),0.002752293577981650,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.015197207513119500
393(mW/m2/nm),0.002752293577981650,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.012822643839194600
394(mW/m2/nm),0.006422018348623850,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.015434663880512000
395(mW/m2/nm),0.010091743119266100,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.014247382043549500
396(mW/m2/nm),0.015596330275229400,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.017809227554436900
397(mW/m2/nm),0.021100917431192700,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.016859402084866900
398(mW/m2/nm),0.027522935779816500,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.012822643839194600
399(mW/m2/nm),0.037614678899082600,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.016384489350081900
400(mW/m2/nm),0.046788990825688100,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.016147032982689400
401(mW/m2/nm),0.066972477064220200,0.000000000000000000,0.000000000000000000,0.000847996608013568,0.015909576615296900
402(mW/m2/nm),0.094495412844036700,0.000000000000000000,0.000000000000000000,0.001695993216027140,0.016859402084866900
403(mW/m2/nm),0.121100917431193000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.018759053024006800
404(mW/m2/nm),0.175229357798165000,0.000000000000000000,0.000000000000000000,0.001695993216027140,0.020183791228361800
405(mW/m2/nm),0.228440366972477000,0.000000000000000000,0.000000000000000000,0.001271994912020350,0.019946334860969300
406(mW/m2/nm),0.300917431192661000,0.000000000000000000,0.000000000000000000,0.004239983040067840,0.022558354902286700
407(mW/m2/nm),0.403669724770642000,0.000000000000000000,0.000000000000000000,0.003815984736061060,0.021845985800109200
408(mW/m2/nm),0.506422018348624000,0.000000000000000000,0.000000000000000000,0.007631969472122110,0.026595113147959100
409(mW/m2/nm),0.665137614678899000,0.000000000000000000,0.000000000000000000,0.007631969472122110,0.030631871393631400
410(mW/m2/nm),0.839449541284404000,0.000000000000000000,0.000000000000000000,0.010599957600169600,0.033006435067556300
411(mW/m2/nm),1.027522935779820000,0.000000000000000000,0.000000000000000000,0.011871952512190000,0.038705387884976100
412(mW/m2/nm),1.293577981651380000,0.000000000000000000,0.000000000000000000,0.014415942336230700,0.040367582456723600
413(mW/m2/nm),1.550458715596330000,0.000000000000000000,0.000000000000000000,0.014839940640237400,0.046541448008928400
414(mW/m2/nm),1.880733944954130000,0.000000000000000000,0.000000000000000000,0.020351918592325600,0.052715313561133100
415(mW/m2/nm),2.220183486238530000,0.000000000000000000,0.000000000000000000,0.022895908416366300,0.064588131930757700
416(mW/m2/nm),2.568807339449540000,0.000000000000000000,0.000000000000000000,0.026711893152427400,0.072186735687317500
417(mW/m2/nm),3.082568807339450000,0.000000000000000000,0.000000000000000000,0.035615857536569900,0.085484292261297000
418(mW/m2/nm),3.623853211009170000,0.000000000000000000,0.000000000000000000,0.038583845664617300,0.096882197896136600
419(mW/m2/nm),4.238532110091740000,0.000000000000000000,0.000000000000000000,0.047911808352766600,0.112079405409256000
420(mW/m2/nm),4.899082568807340000,0.000000000000000000,0.000000000000000000,0.054695781216875100,0.127988982024553000
421(mW/m2/nm),5.568807339449540000,0.000000000000000000,0.000000000000000000,0.056391774432902300,0.145323296844205000
422(mW/m2/nm),6.330275229357800000,0.000000000000000000,0.000000000000000000,0.072503709985160100,0.165032175337782000
423(mW/m2/nm),7.110091743119270000,0.000000000000000000,0.000000000000000000,0.078015687937248300,0.189727637546601000
424(mW/m2/nm),7.844036697247710000,0.000000000000000000,0.000000000000000000,0.090735637057451800,0.217035119796737000
425(mW/m2/nm),8.467889908256880000,0.000000000000000000,0.000000000000000000,0.108967564129743000,0.248141903925154000
426(mW/m2/nm),9.091743119266050000,0.000000000000000000,0.000000000000000000,0.119143523425906000,0.285422553605775000
427(mW/m2/nm),9.449541284403670000,0.000000000000000000,0.000000000000000000,0.142039431842273000,0.324127941490751000
428(mW/m2/nm),9.724770642201830000,0.000000000000000000,0.000000000000000000,0.154759380962476000,0.373756322275782000
429(mW/m2/nm),10.000000000000000000,0.000000000000000000,0.000000000000000000,0.179351282594870000,0.425046897632560000
430(mW/m2/nm),9.908256880733940000,0.000000000000000000,0.000000000000000000,0.203095187619250000,0.485123358582860000
431(mW/m2/nm),9.724770642201830000,0.000000000000000000,0.000000000000000000,0.228959084163663000,0.551373685085366000
432(mW/m2/nm),9.357798165137610000,0.000000000000000000,0.000000000000000000,0.261606953572186000,0.631396480896635000
433(mW/m2/nm),8.834862385321100000,0.000000000000000000,0.000000000000000000,0.291710833156667000,0.720917531403605000
434(mW/m2/nm),8.284403669724770000,0.000000000000000000,0.000000000000000000,0.329870680517278000,0.819461923871489000
435(mW/m2/nm),7.587155963302750000,0.000000000000000000,0.000000000000000000,0.373542505829977000,0.947925818630827000
436(mW/m2/nm),6.908256880733950000,0.000000000000000000,0.000000000000000000,0.423574305702777000,1.093961484577210000
437(mW/m2/nm),6.247706422018350000,0.000000000000000000,0.000000000000000000,0.481238075047700000,1.245221190606230000
438(mW/m2/nm),5.642201834862380000,0.000000000000000000,0.000000000000000000,0.543989824040704000,1.425925486191910000
439(mW/m2/nm),5.036697247706420000,0.000000000000000000,0.000000000000000000,0.618613525545898000,1.635836914966870000
440(mW/m2/nm),4.559633027522940000,0.000000000000000000,0.000000000000000000,0.697477210091160000,1.866169591337590000
441(mW/m2/nm),4.100917431192660000,0.000000000000000000,0.000000000000000000,0.780580877676489000,2.124759575428020000
442(mW/m2/nm),3.688073394495410000,0.000000000000000000,0.000000000000000000,0.890820436718253000,2.446512953244840000
443(mW/m2/nm),3.330275229357800000,0.000000000000000000,0.000000000000000000,1.007419970320120000,2.812195759029280000
444(mW/m2/nm),2.981651376146790000,0.000000000000000000,0.000000000000000000,1.149459402162390000,3.224182556455250000
445(mW/m2/nm),2.669724770642200000,0.000000000000000000,0.000000000000000000,1.304642781428870000,3.703369505853300000
446(mW/m2/nm),2.376146788990830000,0.000000000000000000,0.000000000000000000,1.491626033495870000,4.263529076532190000
447(mW/m2/nm),2.100917431192660000,0.012738853503184700,0.000000000000000000,1.695569217723130000,4.895637926531000000
448(mW/m2/nm),1.871559633027520000,0.019108280254777100,0.000000000000000000,1.929616281534870000,5.600883337686700000
449(mW/m2/nm),1.651376146788990000,0.025477707006369400,0.000000000000000000,2.179775280898880000,6.355994585994820000
450(mW/m2/nm),1.477064220183490000,0.025477707006369400,0.000000000000000000,2.445198219207120000,7.148861396718350000
451(mW/m2/nm),1.302752293577980000,0.019108280254777100,0.000000000000000000,2.706381174475300000,7.932942321848360000
452(mW/m2/nm),1.146788990825690000,0.012738853503184700,0.000000000000000000,2.949332202671190000,8.645548880393230000
453(mW/m2/nm),1.027522935779820000,0.012738853503184700,0.000000000000000000,3.157939368242530000,9.252962268183220000
454(mW/m2/nm),0.905504587155963000,0.012738853503184700,0.000000000000000000,3.319058723765110000,9.726450264763850000
455(mW/m2/nm),0.810091743119266000,0.019108280254777100,0.000000000000000000,3.411914352342590000,9.961057155747630000
456(mW/m2/nm),0.722018348623853000,0.025477707006369400,0.000000000000000000,3.437778248887000000,10.000000000000000000
457(mW/m2/nm),0.642201834862385000,0.025477707006369400,0.000000000000000000,3.388594445622220000,9.780590316529340000
458(mW/m2/nm),0.582568807339449000,0.025477707006369400,0.000000000000000000,3.268178927284290000,9.407546363355730000
459(mW/m2/nm),0.524770642201835000,0.019108280254777100,0.000000000000000000,3.086707653169390000,8.881105596846580000
460(mW/m2/nm),0.471559633027523000,0.025477707006369400,0.000000000000000000,2.889972440110240000,8.272742383587020000
461(mW/m2/nm),0.422018348623853000,0.031847133757961800,0.000000000000000000,2.672885308458770000,7.650369244651300000
462(mW/m2/nm),0.376146788990826000,0.031847133757961800,0.000000000000000000,2.488870044519820000,7.072875359152760000
463(mW/m2/nm),0.341284403669725000,0.038216560509554100,0.000000000000000000,2.322662709349160000,6.541210552560970000
464(mW/m2/nm),0.307339449541284000,0.038216560509554100,0.000000000000000000,2.177655289378840000,6.089805998147840000
465(mW/m2/nm),0.276146788990826000,0.038216560509554100,0.000000000000000000,2.054271782912870000,5.717236957709020000
466(mW/m2/nm),0.245871559633028000,0.038216560509554100,0.000000000000000000,1.961840152639390000,5.429914753164110000
467(mW/m2/nm),0.218348623853211000,0.044585987261146500,0.000000000000000000,1.902056391774430000,5.203143922304280000
468(mW/m2/nm),0.197247706422018000,0.057324840764331200,0.000000000000000000,1.842272630909480000,4.988720822548860000
469(mW/m2/nm),0.177064220183486000,0.076433121019108300,0.000000000000000000,1.785880856476570000,4.820839170802370000
470(mW/m2/nm),0.159633027522936000,0.089171974522293000,0.000000000000000000,1.732457070171720000,4.634910835134040000
471(mW/m2/nm),0.143119266055046000,0.095541401273885300,0.000000000000000000,1.678609285562860000,4.447082848526580000
472(mW/m2/nm),0.130275229357798000,0.108280254777070000,0.000000000000000000,1.619249523001910000,4.235034312445090000
473(mW/m2/nm),0.122018348623853000,0.121019108280255000,0.000000000000000000,1.552681789272840000,4.007076199748300000
474(mW/m2/nm),0.113761467889908000,0.140127388535032000,0.000000000000000000,1.470426118295530000,3.785766865338490000
475(mW/m2/nm),0.104587155963303000,0.165605095541401000,0.000000000000000000,1.392410430358280000,3.553534538028640000
476(mW/m2/nm),0.095412844036697200,0.197452229299363000,0.000000000000000000,1.317362730549080000,3.336736874599290000
477(mW/m2/nm),0.087155963302752300,0.229299363057325000,0.000000000000000000,1.251218995124020000,3.140360458765700000
478(mW/m2/nm),0.080733944954128400,0.254777070063694000,0.000000000000000000,1.181683273266910000,2.965117659630040000
479(mW/m2/nm),0.074311926605504600,0.280254777070064000,0.000000000000000000,1.131651473394110000,2.806734262579250000
480(mW/m2/nm),0.068807339449541300,0.318471337579618000,0.000000000000000000,1.088827644689420000,2.676845629615560000
481(mW/m2/nm),0.063302752293578000,0.356687898089172000,0.000000000000000000,1.059147763408950000,2.581150713556380000
482(mW/m2/nm),0.058715596330275200,0.401273885350318000,0.000000000000000000,1.041763832944670000,2.519174601666940000
483(mW/m2/nm),0.054128440366972500,0.445859872611465000,0.000000000000000000,1.032011871952510000,2.471208415453660000
484(mW/m2/nm),0.049541284403669700,0.496815286624204000,0.000000000000000000,1.027771888912440000,2.445088215040490000
485(mW/m2/nm),0.043119266055045900,0.573248407643312000,0.000000000000000000,1.025227899088400000,2.419442927362100000
486(mW/m2/nm),0.037614678899082600,0.643312101910828000,0.000000000000000000,1.036251854992580000,2.420155296464280000
487(mW/m2/nm),0.034862385321100900,0.719745222929936000,0.000000000000000000,1.049395802416790000,2.416118538218600000
488(mW/m2/nm),0.035779816513761500,0.802547770700637000,0.000000000000000000,1.061691753232990000,2.423242229240380000
489(mW/m2/nm),0.036697247706422000,0.891719745222930000,0.000000000000000000,1.082467670129320000,2.428703725690400000
490(mW/m2/nm),0.034862385321100900,1.012738853503180000,0.000000000000000000,1.107059571761710000,2.447700235081800000
491(mW/m2/nm),0.033027522935779800,1.133757961783440000,0.000000000000000000,1.125715497138010000,2.461472704390570000
492(mW/m2/nm),0.033027522935779800,1.273885350318470000,0.000000000000000000,1.150731397074410000,2.480231757414580000
493(mW/m2/nm),0.033944954128440400,1.426751592356690000,0.000000000000000000,1.182531269874920000,2.508726521501670000
494(mW/m2/nm),0.033944954128440400,1.585987261146500000,0.000000000000000000,1.215603137587450000,2.541495500201840000
495(mW/m2/nm),0.029357798165137600,1.777070063694270000,0.000000000000000000,1.250370998516010000,2.578063780780280000
496(mW/m2/nm),0.024770642201834900,1.961783439490450000,0.000000000000000000,1.294890820436720000,2.609408021276090000
497(mW/m2/nm),0.023853211009174300,2.171974522292990000,0.000000000000000000,1.344074623701510000,2.661173509367650000
498(mW/m2/nm),0.024770642201834900,2.382165605095540000,0.000000000000000000,1.400466398134410000,2.704153111865700000
499(mW/m2/nm),0.024770642201834900,2.617834394904460000,0.000000000000000000,1.455586177655290000,2.765891767387740000
500(mW/m2/nm),0.022935779816513800,2.885350318471340000,0.000000000000000000,1.507313970744120000,2.819556906418450000
501(mW/m2/nm),0.020183486238532100,3.152866242038220000,0.000000000000000000,1.574729701081200000,2.882007931042670000
502(mW/m2/nm),0.021100917431192700,3.496815286624200000,0.000000000000000000,1.638753444986220000,2.939947284686440000
503(mW/m2/nm),0.022018348623853200,3.840764331210190000,0.000000000000000000,1.710409158363370000,3.011659107638970000
504(mW/m2/nm),0.021100917431192700,4.203821656050960000,0.000000000000000000,1.776976892092430000,3.067223897608820000
505(mW/m2/nm),0.021100917431192700,4.566878980891720000,0.000000000000000000,1.845664617341530000,3.129674922233040000
506(mW/m2/nm),0.020183486238532100,4.929936305732480000,0.000000000000000000,1.918168327326690000,3.189039014081160000
507(mW/m2/nm),0.021100917431192700,5.350318471337580000,0.000000000000000000,1.997032011871950000,3.254102058746710000
508(mW/m2/nm),0.022018348623853200,5.770700636942680000,0.000000000000000000,2.061479754080980000,3.307529741410020000
509(mW/m2/nm),0.021100917431192700,6.191082802547770000,0.000000000000000000,2.139071443714220000,3.360245054971150000
510(mW/m2/nm),0.018348623853211000,6.624203821656050000,0.000000000000000000,2.208607165571340000,3.413435281267070000
511(mW/m2/nm),0.017431192660550500,7.006369426751590000,0.000000000000000000,2.269662921348310000,3.471612091278230000
512(mW/m2/nm),0.017431192660550500,7.452229299363060000,0.000000000000000000,2.336230655077380000,3.514591693776270000
513(mW/m2/nm),0.018348623853211000,7.898089171974520000,0.000000000000000000,2.409158363366550000,3.566594638235220000
514(mW/m2/nm),0.016513761467889900,8.280254777070060000,0.000000000000000000,2.469790120839520000,3.611236435305010000
515(mW/m2/nm),0.015596330275229400,8.662420382165600000,0.000000000000000000,2.541445834216660000,3.657065514211760000
516(mW/m2/nm),0.017431192660550500,8.980891719745220000,0.000000000000000000,2.604197583209670000,3.691496687483680000
517(mW/m2/nm),0.022018348623853200,9.299363057324840000,0.000000000000000000,2.677125291498830000,3.735426115451290000
518(mW/m2/nm),0.024770642201834900,9.554140127388540000,0.000000000000000000,2.734365062539750000,3.774843872438440000
519(mW/m2/nm),0.023853211009174300,9.745222929936310000,0.000000000000000000,2.794996820012720000,3.813311803956020000
520(mW/m2/nm),0.022935779816513800,9.936305732484080000,0.000000000000000000,2.856476574093700000,3.847268064493150000
521(mW/m2/nm),0.021100917431192700,10.000000000000000000,0.000000000000000000,2.921772312910750000,3.876950110417210000
522(mW/m2/nm),0.019266055045871600,10.000000000000000000,0.000000000000000000,2.976892092431630000,3.911381283689120000
523(mW/m2/nm),0.018348623853211000,10.000000000000000000,0.000000000000000000,3.030315878736490000,3.941300785980580000
524(mW/m2/nm),0.016513761467889900,9.872611464968150000,0.000000000000000000,3.089675641297440000,3.975494502885100000
525(mW/m2/nm),0.015596330275229400,9.745222929936310000,0.000000000000000000,3.145219419122320000,3.989741884928640000
526(mW/m2/nm),0.016513761467889900,9.617834394904460000,0.000000000000000000,3.214331142675430000,4.028684729181010000
527(mW/m2/nm),0.016513761467889900,9.426751592356690000,0.000000000000000000,3.262666949332200000,4.041507373020210000
528(mW/m2/nm),0.018348623853211000,9.171974522292990000,0.000000000000000000,3.322874708501170000,4.074276351720370000
529(mW/m2/nm),0.021100917431192700,8.917197452229300000,0.000000000000000000,3.380962476150100000,4.101583833970510000
530(mW/m2/nm),0.022935779816513800,8.598726114649680000,0.000000000000000000,3.430146279414880000,4.113931565074920000
531(mW/m2/nm),0.023853211009174300,8.343949044585990000,0.000000000000000000,3.481874072503710000,4.130316054425000000
532(mW/m2/nm),0.023853211009174300,8.025477707006370000,0.000000000000000000,3.533177867288530000,4.157148623940350000
533(mW/m2/nm),0.022018348623853200,7.707006369426750000,0.000000000000000000,3.591689633241470000,4.175432764229570000
534(mW/m2/nm),0.019266055045871600,7.324840764331210000,0.000000000000000000,3.644265422938310000,4.199890770071000000
535(mW/m2/nm),0.018348623853211000,7.006369426751590000,0.000000000000000000,3.704473182107270000,4.213188326644980000
536(mW/m2/nm),0.017431192660550500,6.687898089171980000,0.000000000000000000,3.751112995548020000,4.226010970484170000
537(mW/m2/nm),0.016513761467889900,6.343949044585990000,0.000000000000000000,3.807080771676910000,4.239783439792940000
538(mW/m2/nm),0.015596330275229400,6.044585987261150000,0.000000000000000000,3.860504557981770000,4.257117754612590000
539(mW/m2/nm),0.015596330275229400,5.745222929936310000,0.000000000000000000,3.913504345982620000,4.267328378410470000
540(mW/m2/nm),0.014678899082568800,5.471337579617840000,0.000000000000000000,3.967352130591480000,4.280863391351840000
541(mW/m2/nm),0.014678899082568800,5.197452229299360000,0.000000000000000000,4.027559889760440000,4.282763042290980000
542(mW/m2/nm),0.012844036697247700,4.929936305732480000,0.000000000000000000,4.082255670977320000,4.300097357110630000
543(mW/m2/nm),0.010091743119266100,4.656050955414010000,0.000000000000000000,4.140767436930250000,4.314107282786790000
544(mW/m2/nm),0.009174311926605510,4.407643312101910000,0.000000000000000000,4.195039219843120000,4.330254315769480000
545(mW/m2/nm),0.009174311926605510,4.171974522292990000,0.000000000000000000,4.260758956964170000,4.338090375893430000
546(mW/m2/nm),0.011009174311926600,3.936305732484080000,0.000000000000000000,4.330294678821290000,4.349013368793480000
547(mW/m2/nm),0.015596330275229400,3.726114649681530000,0.000000000000000000,4.394318422726310000,4.346163892384770000
548(mW/m2/nm),0.021100917431192700,3.515923566878980000,0.000000000000000000,4.460038159847360000,4.354712321610900000
549(mW/m2/nm),0.018348623853211000,3.312101910828030000,0.000000000000000000,4.518125927496290000,4.371334267328380000
550(mW/m2/nm),0.014678899082568800,3.114649681528660000,0.000000000000000000,4.581301674793300000,4.375845938308840000
551(mW/m2/nm),0.012844036697247700,2.929936305732480000,0.000000000000000000,4.655925376298500000,4.385819105739320000
552(mW/m2/nm),0.014678899082568800,2.764331210191080000,0.000000000000000000,4.736061055755780000,4.393180253128490000
553(mW/m2/nm),0.015596330275229400,2.598726114649680000,0.000000000000000000,4.810260758956960000,4.393655165863270000
554(mW/m2/nm),0.015596330275229400,2.445859872611470000,0.000000000000000000,4.882764468942120000,4.401016313252440000
555(mW/m2/nm),0.016513761467889900,2.286624203821660000,0.000000000000000000,4.959508161967350000,4.404578158763330000
556(mW/m2/nm),0.013761467889908300,2.152866242038220000,0.000000000000000000,5.030739877040490000,4.402678507824190000
557(mW/m2/nm),0.011009174311926600,2.012738853503180000,0.000000000000000000,5.101547593809630000,4.407902547906820000
558(mW/m2/nm),0.008256880733944950,1.878980891719750000,0.000000000000000000,5.201187195251220000,4.413838957091630000
559(mW/m2/nm),0.003669724770642200,1.745222929936310000,0.000000000000000000,5.270298918804330000,4.409802198845960000
560(mW/m2/nm),0.002752293577981650,1.624203821656050000,0.000000000000000000,5.376298494806020000,4.413601500724240000
561(mW/m2/nm),0.006422018348623850,1.541401273885350000,0.000000000000000000,5.455586177655290000,4.412414218887280000
562(mW/m2/nm),0.010091743119266100,1.458598726114650000,0.000000000000000000,5.544625821496720000,4.416925889867740000
563(mW/m2/nm),0.008256880733944950,1.369426751592360000,0.000000000000000000,5.635361458554170000,4.414313869826420000
564(mW/m2/nm),0.006422018348623850,1.280254777070060000,0.047619047619047600,5.730337078651680000,4.401966138722010000
565(mW/m2/nm),0.006422018348623850,1.197452229299360000,0.047619047619047600,5.828704685181260000,4.404340702395940000
566(mW/m2/nm),0.005504587155963300,1.121019108280250000,0.047619047619047600,5.923256306974770000,4.398641749578520000
567(mW/m2/nm),0.008256880733944950,1.044585987261150000,0.047619047619047600,6.023743905024380000,4.397217011374160000
568(mW/m2/nm),0.012844036697247700,0.974522292993631000,0.047619047619047600,6.136103455586180000,4.395554816802410000
569(mW/m2/nm),0.014678899082568800,0.910828025477707000,0.047619047619047600,6.223023107907570000,4.393655165863270000
570(mW/m2/nm),0.009174311926605510,0.853503184713376000,0.047619047619047600,6.326478694085220000,4.378695414717550000
571(mW/m2/nm),0.004587155963302750,0.802547770700637000,0.047619047619047600,6.435022259910960000,4.381069978391470000
572(mW/m2/nm),0.006422018348623850,0.751592356687898000,0.047619047619047600,6.544837820648720000,4.371334267328380000
573(mW/m2/nm),0.007339449541284400,0.700636942675159000,0.047619047619047600,6.650837396650410000,4.361123643530500000
574(mW/m2/nm),0.007339449541284400,0.656050955414013000,0.047619047619047600,6.762772948908200000,4.354949777978300000
575(mW/m2/nm),0.007339449541284400,0.611464968152866000,0.047619047619047600,6.876828492686030000,4.342364590506500000
576(mW/m2/nm),0.006422018348623850,0.573248407643312000,0.095238095238095200,6.997668009327960000,4.349725737895660000
577(mW/m2/nm),0.004587155963302750,0.528662420382166000,0.095238095238095200,7.093491626033500000,4.327167382993370000
578(mW/m2/nm),0.002752293577981650,0.490445859872611000,0.095238095238095200,7.226627093491630000,4.310307980908510000
579(mW/m2/nm),0.003669724770642200,0.464968152866242000,0.142857142857143000,7.324994700021200000,4.306033766295440000
